Direction,Date,Message
Received,"2025-10-02 10:31:07","You have skibidi rizz fr"
Sent,"2025-10-02 10:31:11","don’t blow my cover"
Sent,"2025-10-02 10:31:17",Yessssssssssss
Sent,"2025-10-02 10:31:34","It’s like watching a kid ride a bike for the first time"
Sent,"2025-10-02 10:31:39","YOU’RE DOING IT "
Sent,"2025-10-02 10:31:53","I love the fuck out of you"
Received,"2025-10-02 10:32:17","Don’t make me laugh"
Sent,"2025-10-02 10:32:20","I do not, however,, love this cheap McDonalds coffee"
Received,"2025-10-02 10:32:35","Tastes like the bottom of their fryer"
Sent,"2025-10-02 10:32:48","Baby that’s never a problem. I’m an expert at making people not laugh lol"
Received,"2025-10-02 10:32:53","So fucking foul "
Received,"2025-10-02 10:32:59","Loved “Baby that’s never a problem. I’m an expert at maki…”"
Received,"2025-10-02 10:33:14","I gotta … leave"
Received,"2025-10-02 10:33:36","I just miss waking up and staying home and never leaving just 1 day. It’s been so long"
Sent,"2025-10-02 10:33:52","i thought about that recently "
Received,"2025-10-02 10:33:56","Really only like barely 2 months but still"
Sent,"2025-10-02 10:34:00","You’re going 7 days a week"
Received,"2025-10-02 10:34:11","I haven’t door dashed in awhile"
Sent,"2025-10-02 10:34:26","Well you’re still always running around"
Received,"2025-10-02 10:34:27","But I will be getting on a schedule after this weekend. Have to"
Sent,"2025-10-02 10:34:31","UP TO NO "
Sent,"2025-10-02 10:34:36",GOOD*
Received,"2025-10-02 10:34:41","💯 "
Received,"2025-10-02 10:35:00","🙂"
Sent,"2025-10-02 10:35:03","😒"
Received,"2025-10-02 10:35:19","I love when you make that face"
Received,"2025-10-02 10:35:48","I’m going to sell fucking blueberries then go buy some lettuce"
Received,"2025-10-02 10:36:23","My friend needs a ride to work but I just cannot"
Sent,"2025-10-02 10:36:59","￼"
Sent,"2025-10-02 10:37:05","Thats you"
Received,"2025-10-02 10:37:11","￼"
Received,"2025-10-02 10:37:11","Do these pants look like they need to go anywhere?"
Received,"2025-10-02 10:37:11","Loved an image"
Sent,"2025-10-02 10:37:17","Doing your crush fetish on the salad you’re exchanging for"
Received,"2025-10-02 10:37:17","Yasssssssss B"
Received,"2025-10-02 10:37:28",PLEASE
Received,"2025-10-02 10:40:14","I wish I could kill bugs. More $"
Sent,"2025-10-02 10:40:51","They actually do….they need to go right…..￼"
Received,"2025-10-02 10:40:59","I’m ironically against it now BC of the dude (rest in peace) with the crush fetish. "
Received,"2025-10-02 10:41:19","Loved a movie"
Received,"2025-10-02 10:41:52","￼"
Received,"2025-10-02 10:42:03","Look at you"
Received,"2025-10-02 10:42:10","That’s worth 10$ forsure"
Received,"2025-10-02 10:42:17","You crush that wire boy"
Sent,"2025-10-02 10:42:22","hahahahaha I absolutely loathe you"
Received,"2025-10-02 10:42:30","Foot stance always on point"
Received,"2025-10-02 10:42:33","Love it"
Sent,"2025-10-02 10:42:44","okay so again"
Received,"2025-10-02 10:43:04","My baby Tippy D"
Sent,"2025-10-02 10:43:35","for some reason you’re the only one who is paying attention to the smallest things that I am constantly hoping ho unnoticed"
Sent,"2025-10-02 10:43:47","Luckily "
Received,"2025-10-02 10:43:50","Like pretending to be Waldo"
Received,"2025-10-02 10:43:52","I know"
Received,"2025-10-02 10:43:57","It was so classic"
Sent,"2025-10-02 10:44:33","That is extremely funny tho"
Received,"2025-10-02 10:44:35","I think I saved it"
Received,"2025-10-02 10:44:42","In a video"
Received,"2025-10-02 10:44:49","Screen record"
Sent,"2025-10-02 10:45:00","like I knew the shirt was a little iffy "
Received,"2025-10-02 10:45:08","…."
Sent,"2025-10-02 10:45:31","But I didn’t even think about the glasses and hat"
Sent,"2025-10-02 10:45:36","Very not brat of me"
Received,"2025-10-02 10:45:37","🤦🏻‍♀️ "
Received,"2025-10-02 10:45:45","Don’t say BRAT"
Sent,"2025-10-02 10:46:01","I didn’t I said brat"
Sent,"2025-10-02 10:46:20",KRISTIN
Sent,"2025-10-02 10:46:43","WE FORGOT TO LOOK UP NIGGER IN THE DICTIONARY YESTERDAY ILIKE YOU INSTRUCTED ME TO DO"
Sent,"2025-10-02 10:46:50","i don’t know why I am"
Received,"2025-10-02 10:46:51",LmaoLmao
Sent,"2025-10-02 10:46:55","All caps yelling"
Sent,"2025-10-02 10:47:00","But it felt important "
Received,"2025-10-02 10:47:06","Tbh .. it was worthy"
Sent,"2025-10-02 10:47:29","This coffee tastes like fucking rust water"
Received,"2025-10-02 10:47:38","I told you"
Received,"2025-10-02 10:47:54","￼"
Received,"2025-10-02 10:47:55","….."
Received,"2025-10-02 10:48:12","I’ll get gas station coffee before I get mcdix"
Sent,"2025-10-02 10:48:30","you know what I’m in the mood for for breakfast"
Sent,"2025-10-02 10:48:36","Your feet"
Received,"2025-10-02 10:48:36","My ass"
Received,"2025-10-02 10:48:40","That too"
Sent,"2025-10-02 10:48:43","Okay yes"
Sent,"2025-10-02 10:48:48","Both and I love you"
Sent,"2025-10-02 10:48:51","And I also love you"
Received,"2025-10-02 10:49:00","Loved “Your feet”"
Received,"2025-10-02 10:49:24",Pleaseeeeeeeeeeshjjhh
Sent,"2025-10-02 10:50:35","In all sincerity "
Received,"2025-10-02 10:52:01","I’ve been dreaming of you for days but it’s so distorted from the bud"
Received,"2025-10-02 10:52:17","Pissing me off"
Received,"2025-10-02 10:52:24","But I was going to fuck you"
Received,"2025-10-02 10:52:27","I know that much"
Received,"2025-10-02 10:52:51","I’m so fucking horny I’m sick about it"
Received,"2025-10-02 10:53:29","Want that fat fucking dick in me so bad. FML "
Received,"2025-10-02 10:53:46","Alright I’ll leave now"
Received,"2025-10-02 10:54:12","One more thing"
Received,"2025-10-02 10:54:32","I want you to cum in me SO FUCKING BAD BUT WE CANT AND IM ANGRY so im
Leaving"
Received,"2025-10-02 10:55:09",Ctttghffttjtyhgdy
Sent,"2025-10-02 11:00:07","you know what’s really weird"
Received,"2025-10-02 11:00:41","…."
Sent,"2025-10-02 11:00:41","i am having an uncharacteristic amount of fun slooooowly approaching fucking you"
Received,"2025-10-02 11:00:55","I’m glad "
Received,"2025-10-02 11:00:57",Lol
Sent,"2025-10-02 11:01:13","The thing is"
Sent,"2025-10-02 11:02:01","i’m 100% sure you’re going to be so good that I’m going to end up institutionalized "
Received,"2025-10-02 11:02:02","Tell me the thing"
Received,"2025-10-02 11:02:10",Lol
Sent,"2025-10-02 11:02:12","and it’s just fun"
Sent,"2025-10-02 11:03:00","Okay hypothetical"
Received,"2025-10-02 11:03:07",Lol
Received,"2025-10-02 11:03:26","Let’s hear it"
Sent,"2025-10-02 11:04:25","Hmmm how  to word it"
Sent,"2025-10-02 11:04:28",basical
Sent,"2025-10-02 11:04:43","If kristin decides that dan is going the be the one she lets see her cum"
Sent,"2025-10-02 11:04:53","Has she decided that in advance"
Sent,"2025-10-02 11:05:10","Or is it an in -the- moment decision"
Received,"2025-10-02 11:05:22","Great question"
Sent,"2025-10-02 11:05:24","Because you are both deli"
Sent,"2025-10-02 11:05:28","And spontaneous"
Sent,"2025-10-02 11:06:06",deliberate*
Sent,"2025-10-02 11:06:29","and delicious "
Received,"2025-10-02 11:06:40","Thank you. I was like if I have to google this slang I stg"
Sent,"2025-10-02 11:07:16","Zoomers do say “de-lulu”"
Sent,"2025-10-02 11:07:20","Instead of delusional"
Received,"2025-10-02 11:07:21","IF Kristin decides this either way, I will .. "
Sent,"2025-10-02 11:07:24","I like that one"
Received,"2025-10-02 11:07:25","Okay shutup"
Received,"2025-10-02 11:07:30","I say that"
Received,"2025-10-02 11:07:32",Anyways
Received,"2025-10-02 11:09:00","If you think I’m crazy now which - I’m only truly being about 75% of how insane I want to be. Then it will be awful for you. And then I’ll want to cum all the time forever with you and then I … will end up institutionalized. "
Sent,"2025-10-02 11:09:03","……"
Received,"2025-10-02 11:09:07","It’s just all bad loll"
Sent,"2025-10-02 11:11:13","Okay now that we’re dating (can you believe that like wtf 😍"
Sent,"2025-10-02 11:11:26","I am just going to say it"
Sent,"2025-10-02 11:13:58","Unless you decide to work incredibly hard at either ruining this or suddenly decide to be like a terrible, unethical person  or literally kill me - you should probably understand that we’re going to get married. 

and truthfully you should already know this in the back of your head"
Sent,"2025-10-02 11:15:55","Not that I doubt your ability to self sabotage"
Received,"2025-10-02 11:16:03","Lmao shutup"
Sent,"2025-10-02 11:16:05","Baby I am sure you are a world class self sabotoger"
Sent,"2025-10-02 11:16:17","I believe in you"
Received,"2025-10-02 11:16:31","Bahahahaha oh fuck"
Sent,"2025-10-02 11:16:40","But I will fight you like the cigarette chest guy if you ruin this for us"
Sent,"2025-10-02 11:16:58","On behalf of my girlfriend. You’re trying to fuck her life up"
Sent,"2025-10-02 11:17:08","i won’t have it. Leave her alone "
Received,"2025-10-02 11:17:15","His name was Kyle. Of course it was a Kyle"
Received,"2025-10-02 11:17:26","Lol see? Split was important …"
Sent,"2025-10-02 11:17:28","yeah that’s classic kyle"
Received,"2025-10-02 11:17:43","Loved “i won’t have it. Leave her alone ”"
Received,"2025-10-02 11:18:15","You have to remind me to not do the things"
Received,"2025-10-02 11:18:23","Lmao I’m jk"
Sent,"2025-10-02 11:18:36","even still - at least I CAN now "
Received,"2025-10-02 11:18:36","I’m sober and this is where I get delulu forsure"
Sent,"2025-10-02 11:18:50","you’re a maniac "
Received,"2025-10-02 11:18:51","You always could .. "
Received,"2025-10-02 11:19:16","You chose not to. Now this dude is tripping on me"
Received,"2025-10-02 11:19:19","Plus Ahmed"
Received,"2025-10-02 11:19:30","I didn’t even do anything"
Sent,"2025-10-02 11:19:35","Oh well, sucks to suck"
Sent,"2025-10-02 11:19:49","Maybe if they had shown you about brat "
Received,"2025-10-02 11:19:52","Did you talk to Ahmed? Tell me"
Sent,"2025-10-02 11:19:58",what?????
Received,"2025-10-02 11:19:59","Or is he just in my phone"
Received,"2025-10-02 11:20:04","Or just taking good guesses"
Received,"2025-10-02 11:20:08",Idk
Sent,"2025-10-02 11:20:29","I wouldn’t do that"
Received,"2025-10-02 11:20:33","Loved “Oh well, sucks to suck”"
Received,"2025-10-02 11:20:41","Oh. I would"
Received,"2025-10-02 11:20:44",Jw
Received,"2025-10-02 11:20:55","But glad you didn’t bc it’s not worth it but "
Sent,"2025-10-02 11:21:04","well I mean "
Received,"2025-10-02 11:21:15","He’s not going to stop"
Sent,"2025-10-02 11:21:24","I wouldn’t do it without saying something to you first..I don’t think it’s like a problem to do"
Sent,"2025-10-02 11:21:41","Just I wouldn’t do it behind your back or without strategizing "
Sent,"2025-10-02 11:21:44","With you "
Sent,"2025-10-02 11:21:50","But no I didn’t "
Sent,"2025-10-02 11:22:41","Baby the answer is to simply as much of this conceptually as you can"
Sent,"2025-10-02 11:22:46","Like "
Sent,"2025-10-02 11:23:06","I know there are some other weird complexities like the phone hack possibility but"
Sent,"2025-10-02 11:23:40","The way you handle it is to project absolute terminally powerful disinterest"
Sent,"2025-10-02 11:24:26","As in…it becomes very hard to continue that kind of thing when you’re not getting back the input that would allow you to continue"
Received,"2025-10-02 11:24:28","￼￼￼"
Received,"2025-10-02 11:24:45","….."
Received,"2025-10-02 11:25:13","￼"
Sent,"2025-10-02 11:25:36","I’m telling you one thing - and I know I think differently than a lot of guys but, this is a universal truth"
Sent,"2025-10-02 11:25:42","give me a second to spell out "
Received,"2025-10-02 11:26:22","￼"
Received,"2025-10-02 11:27:23","￼"
Received,"2025-10-02 11:27:31","￼"
Received,"2025-10-02 11:29:52","Please spell it"
Sent,"2025-10-02 11:29:59","If you honestly want the problem to go away - as in there’s no part of you that subconsciously enjoys the drama of it - you project yourself as kristin who \"
Sent,"2025-10-02 11:30:10","Fuck I keep hitting the enter key before I’m ready"
Sent,"2025-10-02 11:30:13",stoner
Received,"2025-10-02 11:30:17","It’s okay"
Sent,"2025-10-02 11:30:24","okay let's do it like this"
Sent,"2025-10-02 11:31:41","Whether it’s legitimate or not (and the goal should be for it to be reality eventually) you project that you’re kristin 2.0 "
Sent,"2025-10-02 11:32:49","Disinterest is the name of the game"
Received,"2025-10-02 11:34:12","￼"
Sent,"2025-10-02 11:34:23","‘I am a new person I don’t really give a shit what is going on with you’ 

vibers"
Sent,"2025-10-02 11:34:35","Not rude outright. Not even confrontational"
Sent,"2025-10-02 11:34:48","Disinterest. "
Sent,"2025-10-02 11:35:10","That’s how I would handle it in your shoes "
Sent,"2025-10-02 11:43:30","Sorry I ran upstairs for one sec, let me catch up"
Sent,"2025-10-02 11:43:34","But while i do"
Sent,"2025-10-02 11:44:34","I just want to say that, on my end - you’re doing all of the right things and I want you to know I see them and am more observant than you are assuming. You’re doing great."
Sent,"2025-10-02 11:44:52","i love you okay let me listen to this asshole’s voice texts"
Sent,"2025-10-02 11:45:06","*turns brat off*"
Sent,"2025-10-02 11:48:53","I’m halfway through and I just need to note"
Sent,"2025-10-02 11:48:59","You are absolutely fascinating"
Sent,"2025-10-02 11:49:37","The way you think about some stuff is so weird sometimes. 

and weird is always a dan frank compliment"
Received,"2025-10-02 11:50:07","I’m the asshole? Lol"
Received,"2025-10-02 11:50:17","Thank you"
Sent,"2025-10-02 11:50:44","Yes of course you’re the asshole I would not listen to voice textst from my firstborn child "
Sent,"2025-10-02 11:50:51","Only you"
Sent,"2025-10-02 11:51:46","Okay so this is - as usually, going to be much more productive to talk about in person but you are painting. 2 contradictory pictures"
Received,"2025-10-02 11:52:45","Uh oh"
Received,"2025-10-02 11:53:30",Oopsie
Sent,"2025-10-02 11:53:32","baby I just told you - you’re doing great navigating some dicey shit "
Sent,"2025-10-02 11:53:49","It’s the equivalent of saying"
Sent,"2025-10-02 11:54:28","“It is unacceptable that the emotionally abusive person who stole and sold my identity is not willing to be my friend”"
Sent,"2025-10-02 11:54:48","First of all, as someone very familiar with kristin prentiss"
Received,"2025-10-02 11:55:03","￼"
Received,"2025-10-02 11:55:19","￼"
Sent,"2025-10-02 11:55:34","this is the most unbelievably obvious vector for someone to trap you in a power game"
Sent,"2025-10-02 11:56:02","Because they have essentially taken your autonomy away by refusing to play by the “rules” of the game that you thought you were playing"
Received,"2025-10-02 11:56:23","Liked “this is the most unbelievably obvious vector for s…”"
Sent,"2025-10-02 11:56:27","Instead of accepting what you feel and"
Sent,"2025-10-02 11:57:17","Choosing to either move to the friend box or not be a bitchmade duckweed and say “well I just can’t do that so i hope it works out for you”"
Received,"2025-10-02 12:01:13","￼"
Sent,"2025-10-02 12:01:28","I feel like somewhere along the way someone instilled a very militant and frankly abusive perspective about control and power as it relates to your life individually"
